RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-31,Fase 6,A,Aluno-31,2005.0,17,Feminino,2019,Rede Decisão,8.843,9.0,2.0,2.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.5,9.4,Sem limitações,8.0,9.0,5.7,9.3,Não,Sim,10.0,5.0,Fase 7 (3º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Topázio,,,,,,,,,,,,,,,76.0,,,0.0,0.0,0
RA-32,Fase 6,A,Aluno-32,2006.0,16,Feminino,2018,Rede Decisão,7.37,370.0,11.0,11.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.8,5.2,8.8,Sem limitações,6.1,5.7,3.6,8.9,Não,Não,7.944,10.0,Fase 6 (2º EM),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ametista,,,,,,,,,,,,,,,31.72,,,0.0,0.0,0
RA-33,Fase 6,A,Aluno-33,2005.0,17,Feminino,2020,Escola Pública,4.952,824.0,17.0,17.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,4.6,7.5,Sem limitações,4.8,9.0,1.6,3.7,Não,Não,6.0,5.0,Fase 7 (3º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,22.08,,,0.0,0.0,1
RA-34,Fase 6,A,Aluno-34,2005.0,17,Masculino,2016,Rede Decisão,6.259,692.0,13.0,13.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.6,4.8,8.1,Sem limitações,3.8,4.7,4.0,2.8,Não,Não,7.278,5.0,Fase 7 (3º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ágata,,,,,,,,,,,,,,,18.24,,,0.0,0.0,0
RA-35,Fase 6,A,Aluno-35,2005.0,17,Feminino,2019,Rede Decisão,8.965,5.0,1.0,1.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.6,9.4,Sem limitações,8.5,9.0,7.1,9.3,Não,Sim,10.0,5.0,Fase 7 (3º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Topázio,,,,,,,,,,,,,,,81.6,,,0.0,0.0,0
RA-36,Fase 6,A,Aluno-36,2005.0,17,Feminino,2019,Rede Decisão,7.876,177.0,7.0,7.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.0,6.9,Sem limitações,6.8,8.5,4.3,7.8,Não,Sim,8.944,5.0,Fase 7 (3º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,61.199999999999996,,,0.0,0.0,0
RA-37,Fase 6,A,Aluno-37,2005.0,17,Feminino,2019,Rede Decisão,4.95,825.0,18.0,18.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,0.0,5.4,5.0,Sem limitações,5.9,2.3,5.3,10.0,Não,Não,5.222,5.0,Fase 7 (3º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,31.860000000000003,,,0.0,0.0,1
RA-38,Fase 6,A,Aluno-38,2005.0,17,Feminino,2017,Rede Decisão,8.523,31.0,4.0,4.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,7.5,Não indicado,8.6,9.0,7.0,9.7,Não,Sim,9.833,5.0,Fase 7 (3º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Topázio,,,,,,,,,,,,,,,76.54,,,0.0,0.0,0
RA-39,Fase 6,A,Aluno-39,2006.0,16,Feminino,2017,Rede Decisão,6.033,722.0,15.0,15.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase,0.0,4.8,6.9,Requer avaliação,6.9,7.7,5.1,7.8,Não,Não,6.111,10.0,Fase 6 (2º EM),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,33.12,,,0.0,0.0,0
RA-40,Fase 5,A,Aluno-40,2006.0,16,Feminino,2016,Rede Decisão,7.203,429.0,27.0,3.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,7.9,7.8,7.5,Sem limitações,6.8,4.7,7.3,8.4,Não,Não,7.75,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ametista,,,,,,,,,,,,,,,53.04,,,0.0,0.0,0
RA-41,Fase 5,A,Aluno-41,2005.0,17,Masculino,2018,Escola Pública,5.581,777.0,51.0,9.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,9.2,6.1,5.0,Requer avaliação,5.6,6.3,2.5,8.0,Não,Não,4.375,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,34.16,,,0.0,0.0,1
RA-42,Fase 5,A,Aluno-42,2007.0,15,Masculino,2019,Rede Decisão,6.72,582.0,33.0,5.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,8.3,7.9,5.6,Requer avaliação,4.8,3.7,4.5,6.2,Não,Não,6.083,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Ágata,,,,,,,,,,,,,,,37.92,,,0.0,0.0,0
RA-43,Fase 5,A,Aluno-43,2006.0,16,Feminino,2019,Escola Pública,5.486,791.0,54.0,11.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,6.3,6.5,5.6,Requer avaliação,4.3,4.0,5.8,3.2,Não,Não,5.958,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Quartzo,,,,,,,,,,,,,,,27.95,,,0.0,0.0,1
RA-44,Fase 5,A,Aluno-44,2005.0,17,Feminino,2021,Escola Pública,5.542,785.0,52.0,10.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,5.0,5.9,7.5,Sem limitações,3.0,2.3,3.5,3.2,Sim,Não,7.292,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,17.700000000000003,,,0.0,0.0,1
RA-45,Fase 5,A,Aluno-45,2007.0,15,Feminino,2019,Rede Decisão,7.591,277.0,17.0,2.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,7.9,8.9,5.6,Requer avaliação,6.8,6.3,5.2,8.8,Não,Não,7.417,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2007,,15,Ametista,,,,,,,,,,,,,,,60.52,,,0.0,0.0,0
RA-46,Fase 5,A,Aluno-46,2005.0,17,Feminino,2022,Escola Pública,6.048,719.0,46.0,7.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,8.4,6.3,Sem limitações,2.1,2.8,2.8,0.7,Não,Não,7.083,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ágata,,,,,,,,,,,,,,,17.64,,,0.0,0.0,0
RA-47,Fase 5,A,Aluno-47,2005.0,17,Feminino,2022,Escola Pública,5.677,762.0,49.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,7.9,6.3,7.5,Sem limitações,2.1,2.5,2.2,1.5,Não,Não,7.042,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,13.23,,,0.0,0.0,1
RA-48,Fase 5,A,Aluno-48,2007.0,15,Feminino,2017,Rede Decisão,8.006,140.0,10.0,1.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,6.7,8.4,7.5,Sem limitações,8.1,6.7,8.0,9.5,Não,Sim,8.5,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2007,,15,Ametista,,,,,,,,,,,,,,,68.04,,,0.0,0.0,0
RA-49,Fase 5,A,Aluno-49,2005.0,17,Feminino,2022,Escola Pública,6.304,687.0,42.0,6.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.5,7.4,7.5,Sem limitações,3.9,1.5,4.2,6.2,Não,Não,7.042,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ágata,,,,,,,,,,,,,,,28.86,,,0.0,0.0,0
RA-50,Fase 5,A,Aluno-50,2004.0,18,Feminino,2022,Escola Pública,7.138,445.0,28.0,4.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.5,8.4,7.5,Sem limitações,7.8,6.5,7.3,9.7,Não,Não,7.542,2.5,Fase 8 (Universitários),-3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2004,,18,Ametista,,,,,,,,,,,,,,,65.52,,,0.0,0.0,0
RA-51,Fase 5,B,Aluno-51,2005.0,17,Feminino,2022,Escola Pública,6.488,645.0,39.0,13.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,7.6,7.5,Não atendido,5.0,4.5,4.5,6.0,Não,Não,6.5,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ágata,,,,,,,,,,,,,,,38.0,,,0.0,0.0,0
RA-52,Fase 5,B,Aluno-52,2009.0,13,Masculino,2018,Rede Decisão,7.861,183.0,12.0,5.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.6,8.9,7.5,Não atendido,6.2,3.3,6.3,8.8,Não,Não,7.5,10.0,Fase 3 (7º e 8º ano),2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2009,,13,Ametista,,,,,,,,,,,,,,,55.18000000000001,,,0.0,0.0,0
RA-53,Fase 5,B,Aluno-53,2005.0,17,Masculino,2022,Escola Pública,6.725,579.0,32.0,11.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,9.2,7.0,7.5,Não atendido,7.0,6.0,8.0,,Não,Não,6.458,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ágata,,,,,,,,,,,,,,,49.0,,,0.0,0.0,0
RA-54,Fase 5,B,Aluno-54,2006.0,16,Feminino,2022,Escola Pública,6.058,716.0,45.0,14.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,7.9,6.9,7.5,Não atendido,4.8,3.0,6.5,,Não,Não,6.125,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,33.12,,,0.0,0.0,0
RA-55,Fase 5,B,Aluno-55,2006.0,16,Feminino,2017,Escola Pública,6.576,634.0,38.0,12.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.1,7.6,5.6,Requer avaliação,7.5,6.7,7.8,7.9,Não,Não,6.5,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,57.0,,,0.0,0.0,0
RA-56,Fase 5,B,Aluno-56,2007.0,15,Feminino,2019,Rede Decisão,8.404,46.0,7.0,1.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,10.0,10.0,7.5,Sem limitações,7.0,4.5,6.5,10.0,Não,Não,8.25,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2007,,15,Topázio,,,,,,,,,,,,,,,70.0,,,0.0,0.0,0
RA-57,Fase 5,B,Aluno-57,2006.0,16,Masculino,2017,Rede Decisão,7.305,388.0,25.0,10.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,7.1,8.1,5.6,Requer avaliação,8.4,9.0,7.0,9.3,Não,Não,7.875,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ametista,,,,,,,,,,,,,,,68.04,,,0.0,0.0,0
RA-58,Fase 5,B,Aluno-58,2007.0,15,Masculino,2017,Rede Decisão,8.136,103.0,9.0,3.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.6,9.2,6.3,Sem limitações,7.2,4.5,8.0,9.0,Não,Não,8.125,10.0,Fase 5 (1º EM),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2007,,15,Topázio,,,,,,,,,,,,,,,66.24,,,0.0,0.0,0
RA-59,Fase 5,B,Aluno-59,2005.0,17,Masculino,2022,Escola Pública,7.642,257.0,15.0,7.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,9.2,9.3,7.5,Não atendido,7.2,7.0,5.7,8.8,Não,Não,7.917,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,66.96000000000001,,,0.0,0.0,0
RA-60,Fase 5,B,Aluno-60,2004.0,18,Feminino,2021,Escola Pública,5.537,787.0,53.0,16.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,6.7,6.0,7.5,Não atendido,4.9,5.0,6.2,3.5,Não,Não,6.167,2.5,Fase 8 (Universitários),-3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2004,,18,Quartzo,,,,,,,,,,,,,,,29.400000000000002,,,0.0,0.0,1
RA-61,Fase 5,B,Aluno-61,2007.0,15,Masculino,2021,Escola Pública,7.533,298.0,20.0,8.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.2,7.4,7.5,Não atendido,5.8,1.7,6.3,9.3,Sim,Não,7.875,10.0,Fase 5 (1º EM),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2007,,15,Ametista,,,,,,,,,,,,,,,42.92,,,0.0,0.0,0
RA-62,Fase 5,B,Aluno-62,2005.0,17,Masculino,2022,Escola Pública,7.891,173.0,11.0,4.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,9.4,7.5,Não atendido,9.3,8.5,10.0,,Sim,Não,7.25,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,87.42000000000002,,,0.0,0.0,0
RA-63,Fase 5,B,Aluno-63,2006.0,16,Masculino,2018,Rede Decisão,8.282,64.0,8.0,2.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,8.3,9.1,8.8,Sem limitações,8.7,8.2,8.2,9.7,Não,Sim,9.417,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Topázio,,,,,,,,,,,,,,,79.16999999999999,,,0.0,0.0,0
RA-64,Fase 5,B,Aluno-64,2006.0,16,Masculino,2019,Escola Pública,7.368,372.0,23.0,9.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,7.1,8.1,8.1,Sem limitações,7.5,4.8,8.2,9.4,Sim,Não,8.25,5.0,Fase 6 (2º EM),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ametista,,,,,,,,,,,,,,,60.75,,,0.0,0.0,0
RA-65,Fase 5,B,Aluno-65,2005.0,17,Feminino,2022,Escola Pública,7.712,232.0,13.0,6.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,8.3,7.7,7.5,Não atendido,9.3,9.0,9.5,9.5,Sim,Não,7.875,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,71.61000000000001,,,0.0,0.0,0
RA-66,Fase 5,B,Aluno-66,2005.0,17,Feminino,2022,Escola Pública,5.665,768.0,50.0,15.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,7.5,5.6,7.5,Não atendido,4.5,3.0,6.0,,Não,Não,5.917,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,25.2,,,0.0,0.0,1
RA-67,Fase 5,C,Aluno-67,2006.0,16,Feminino,2019,Escola Pública,5.195,812.0,56.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Mantido na Fase atual,5.8,3.0,7.5,Não atendido,3.6,3.0,4.2,3.5,Não,Não,6.889,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Quartzo,,,,,,,,,,,,,,,10.8,,,0.0,0.0,1
RA-68,Fase 5,C,Aluno-68,2006.0,16,Masculino,2019,Escola Pública,6.438,653.0,40.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,6.0,7.5,Não atendido,4.0,4.7,4.8,2.7,Sim,Não,7.944,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2006,,16,Ágata,,,,,,,,,,,,,,,24.0,,,0.0,0.0,0
RA-69,Fase 5,C,Aluno-69,2006.0,16,Masculino,2018,Escola Pública,5.718,756.0,47.0,3.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Alocado em Fase anterior,Avaliador-31,Alocado em Fase anterior,8.3,6.1,7.5,Sem limitações,2.5,4.7,2.6,0.3,Não,Não,6.167,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Quartzo,,,,,,,,,,,,,,,15.25,,,0.0,0.0,1
RA-70,Fase 5,C,Aluno-70,2006.0,16,Feminino,2017,Escola Pública,5.712,757.0,48.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,8.8,6.6,5.0,Sem limitações,2.9,5.7,2.9,0.2,Não,Não,6.111,5.0,Fase 6 (2º EM),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2006,,16,Quartzo,,,,,,,,,,,,,,,19.139999999999997,,,0.0,0.0,1
RA-71,Fase 5,C,Aluno-71,2005.0,17,Feminino,2019,Escola Pública,4.332,846.0,58.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.9,2.0,7.5,Não atendido,1.2,1.3,2.2,0.0,Não,Não,5.833,5.0,Fase 7 (3º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,2005,,17,Quartzo,,,,,,,,,,,,,,,2.4,,,0.0,0.0,1
RA-72,Fase 5,C,Aluno-72,2005.0,17,Feminino,2022,Escola Pública,7.64,259.0,16.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,8.3,7.5,7.5,Não atendido,7.8,7.5,7.8,8.0,Sim,Sim,8.667,5.0,Fase 7 (3º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,2005,,17,Ametista,,,,,,,,,,,,,,,58.5,,,0.0,0.0,0
