RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-1121,Fase 3,3K,,,12,Masculino,2023,Pública,8.407166666633334,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.585,10.0,7.51,,6.666666666666667,,,,,,8.28,10.0,,,,,,2024,2012,08/01/2012,12,Topázio,Aluno-1121,2012-01-08 00:00:00,7.083333333,9.0,5.0,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,66.66666666666667,7.2966666665,8.168999999933334,-1.333333333333333,0.09999999999999964,0
RA-1122,Fase 2,3K,,,12,Masculino,2023,Pública,7.817322222166666,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,8.751,9.861111111,7.51,,5.333333333333333,,,,,,7.22,10.0,,,,,,2024,2012,30/09/2012,12,Ametista,Aluno-1122,2012-09-30 00:00:00,7.083333333,5.0,4.5,6.5,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,52.592592591999995,7.2966666665,7.707755555466666,-1.5666666666666673,0.5611111109999989,0
RA-422,Fase 4,3K,,,14,Masculino,2022,Pública,5.544981481433334,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,7.5,6.157407407333333,7.51,,2.8333333333333335,,,,,,5.5,5.0,,,,,,2024,2010,10/01/2010,14,Quartzo,Aluno-422,2010-01-10 00:00:00,6.458333333,3.0,4.5,1.0,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,17.44598765411111,6.9841666665,6.091814814733333,-1.5666666666666669,-1.6425925926666665,1
RA-1117,Fase 2,3K,,,12,Feminino,2023,Pública,7.601562962866668,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,8.751,8.314814814666667,7.51,,5.666666666666667,,,,,,6.833333333,10.0,,,,,,2024,2012,04/10/2012,12,Ametista,Aluno-1117,2012-10-04 00:00:00,8.125,5.0,5.0,7.0,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,47.11728394977778,7.8175,7.6734962962666655,-1.6333333333333329,-1.285185185333333,0
RA-1539,Fase 3,3K,,,13,Feminino,2024,Pública,7.709588888900001,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,6.667,9.027777777666666,6.885,,6.833333333333333,,,,,,7.056666667,10.0,,,,,,2024,2011,28/10/2011,13,Ametista,Aluno-1539,2011-10-28 00:00:00,7.708333333,6.0,7.0,7.5,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,61.689814814055545,7.2966666665,7.4242888888,0.0,0.0,0
RA-618,Fase 5,3K,,,15,Masculino,2021,Pública,6.718348148233334,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,10.002,8.324074074,6.88,,4.166666666666667,,,,,,6.826666667,5.0,,,,,,2024,2009,06/02/2009,15,Ágata,Aluno-618,2009-02-06 00:00:00,6.666666667,5.0,4.5,3.0,Fase 5 (1° EM),-2.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,34.683641975,6.7733333335,7.207881481533333,-2.033333333333333,-0.875925925999999,0
RA-669,Fase 3,3K,,,12,Masculino,2022,Pública,6.6438703703,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,7.5,4.851851851666666,7.51,,5.333333333333333,,,,,,6.883333333,10.0,,,,,,2024,2011,20/11/2011,12,Ágata,Aluno-669,2011-11-20 00:00:00,7.291666667,5.0,6.0,5.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,25.876543208888883,7.4008333335,6.4973703704000005,0.33333333333333304,-2.948148148333334,0
RA-408,Fase 3,3K,,,14,Feminino,2022,Pública,6.5276296297,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,7.5,4.981481481666667,7.51,,4.833333333333333,,,,,,6.776666667,10.0,,,,,,2024,2010,29/08/2010,14,Ágata,Aluno-408,2010-08-29 00:00:00,7.083333333,3.0,5.5,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,24.07716049472222,7.2966666665,6.381629629599999,-1.9666666666666668,-3.518518518333333,0
RA-610,Fase 2,3K,,,11,Feminino,2022,Pública,7.894888888933334,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.585,9.694444444333334,3.76,,6.333333333333333,,,,,,8.336666667,10.0,,,,,,2024,2013,05/01/2013,11,Ametista,Aluno-610,2013-01-05 00:00:00,6.875,8.0,5.0,6.0,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,61.398148147444445,5.3175,7.249555555533334,-0.666666666666667,-0.3055555556666665,0
RA-409,Fase 3,3K,,,13,Feminino,2022,Pública,8.225462962900002,,,,3.0,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.585,9.231481481333333,7.51,,7.166666666666667,,,,,,7.223333333,10.0,,,,,,2024,2011,04/07/2011,13,Topázio,Aluno-409,2011-07-04 00:00:00,7.916666667,7.0,7.5,7.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,66.15895061622223,7.7133333335,8.281962963000002,-0.833333333333333,-0.2685185186666672,0
RA-464,Fase 4,3L,,,15,Feminino,2022,Pública,6.872009064333334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,9.168,7.851461988333334,8.76,,4.333333333333333,,,,,,7.1175,5.0,,,,,,2024,2009,12/09/2009,15,Ágata,Aluno-464,2009-09-12 00:00:00,7.1875,3.0,3.5,6.5,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,34.02300194944444,7.97375,7.4600590643333335,1.333333333333333,0.15146198833333369,0
RA-1165,Fase 3,3L,,,13,Feminino,2023,Pública,7.908044272466667,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,8.751,6.829721362333333,8.135,,8.0,,,,,,7.83,10.0,,,,,,2024,2011,17/06/2011,13,Ametista,Aluno-1165,2011-06-17 00:00:00,6.875,9.0,7.5,7.5,Fase 3 (7° e 8° ano),0.0,,,,EM Alfredo Schunk,Cursando,Cursando,54.637770898666666,7.505,7.718144272466667,0.7000000000000002,-2.2702786376666664,0
RA-466,Fase 4,3L,,,15,Masculino,2022,Pública,6.778749122800001,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,8.751,7.223245614,8.76,,4.0,,,,,,7.665,5.0,,,,,,2024,2009,22/10/2009,15,Ágata,Aluno-466,2009-10-22 00:00:00,7.5,3.0,6.5,2.5,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,28.892982456,8.129999999999999,7.246849122799999,-0.5,-0.376754386,0
RA-414,Fase 3,3L,,,14,Feminino,2021,Pública,7.187625925933334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,7.917,8.429629629666666,7.51,,6.0,,,,,,5.67,10.0,,,,,,2024,2010,24/10/2010,14,Ametista,Aluno-414,2010-10-24 00:00:00,6.25,9.0,3.0,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,50.577777778,6.88,7.221325925933333,-0.5,-1.0703703703333343,0
RA-401,Fase 3,3L,,,14,Feminino,2021,Pública,6.728911403533334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,6.666,6.839473684333334,6.885,,4.833333333333333,,,,,,6.915,10.0,,,,,,2024,2010,28/10/2010,14,Ágata,Aluno-401,2010-10-28 00:00:00,6.5625,7.0,5.0,2.5,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,33.057456140944446,6.72375,6.357261403533333,-2.466666666666667,-1.2605263156666657,0
RA-1141,Fase 3,3L,,,13,Feminino,2023,Pública,6.793890866866667,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,9.585,6.191537667666666,7.51,,4.166666666666667,,,,,,6.7825,10.0,,,,,,2024,2011,27/06/2011,13,Ágata,Aluno-1141,2011-06-27 00:00:00,6.5625,5.0,4.5,3.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,25.79807361527778,7.03625,6.803140866866667,-1.7333333333333334,-2.6084623323333345,0
RA-592,Fase 2,3L,,,12,Feminino,2021,Privada,7.121622213600001,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,7.917,6.108152734666667,2.51,,7.833333333333333,,,,,,7.625,10.0,,,,,,2024,2012,21/09/2012,12,Ametista,Aluno-592,2012-09-21 00:00:00,7.65625,7.0,8.0,8.5,Fase 2 (5° e 6° ano),1.0,,,,Escola João Paulo II,Cursando,Cursando,47.84719642155555,5.083125,6.404947213599999,0.2333333333333334,-3.0918472653333327,0
RA-474,Fase 4,3L,,,15,Masculino,2021,Pública,6.024753703733333,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,9.168,5.818518518666667,7.51,,3.0,,,,,,6.8725,5.0,,,,,,2024,2009,19/08/2009,15,Ágata,Aluno-474,2009-08-19 00:00:00,7.1875,4.0,3.0,2.0,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,17.455555556,7.34875,6.536803703733334,-0.2999999999999998,-1.9814814813333328,0
RA-602,Fase 3,3L,,,13,Masculino,2021,Pública,8.647409313733334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,9.585,9.670588235333334,7.51,,7.333333333333333,,,,,,8.545,10.0,,,,,,2024,2011,25/02/2011,13,Topázio,Aluno-602,2011-02-25 00:00:00,8.28125,9.0,5.0,8.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,70.9176470591111,7.895625,8.476034313733333,-0.7666666666666666,0.07058823533333403,0
RA-666,Fase 3,3L,,,12,Masculino,2022,Pública,8.185838802933334,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,10.002,7.881527348,7.51,,7.166666666666667,,,,,,8.375,10.0,,,,,,2024,2012,09/05/2012,12,Topázio,Aluno-666,2012-05-09 00:00:00,7.5,10.0,5.5,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,56.48427932733333,7.505,8.012038802933333,0.06666666666666732,-1.218472652,0
RA-604,Fase 2,3L,,,12,Feminino,2021,Pública,7.429623555266667,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,8.334,7.5029927763333335,8.13,,7.0,,,,,,6.21,10.0,,,,,,2024,2012,05/10/2012,12,Ametista,Aluno-604,2012-10-05 00:00:00,6.40625,8.0,5.5,7.5,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,52.52094943433333,7.268125,7.474648555266667,-0.5,-1.7970072236666672,0
RA-476,Fase 3,3L,,,14,Feminino,2021,Pública,6.7359982456,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,7.917,6.5964912280000005,7.51,,4.5,,,,,,6.745,10.0,,,,,,2024,2010,23/07/2010,14,Ágata,Aluno-476,2010-07-23 00:00:00,6.25,7.0,4.0,2.5,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,29.684210526,6.88,6.554698245599999,0.40000000000000036,-0.40350877199999946,0
RA-423,Fase 3,3L,,,14,Feminino,2022,Pública,6.616193704866666,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,5.833,6.501135191,8.13,,4.333333333333333,,,,,,6.8275,10.0,,,,,,2024,2010,22/09/2010,14,Ágata,Aluno-423,2010-09-22 00:00:00,6.875,6.0,3.5,3.5,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,28.171585827666668,7.5025,6.3344937048666665,0.9333333333333331,-2.198864808999999,0
RA-631,Fase 3,3L,,,14,Masculino,2022,Pública,6.795673420466667,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,8.334,7.2122004356666665,8.75,,4.166666666666667,,,,,,6.245,10.0,,,,,,2024,2010,28/08/2010,14,Ágata,Aluno-631,2010-08-28 00:00:00,5.625,7.0,3.5,2.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,30.050835148611114,7.1875,6.817573420466667,-2.833333333333333,0.8122004356666661,0
RA-658,Fase 2,3M,,,12,Feminino,2022,Pública,7.507033333333333,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.751,10.0,8.135,,3.6666666666666665,,,,,,6.738,10.0,,,,,,2024,2012,27/10/2012,12,Ametista,Aluno-658,2012-10-27 00:00:00,7.375,5.5,2.5,3.0,Fase 2 (5° e 6° ano),1.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,36.666666666666664,7.755,7.585533333333333,-2.433333333333333,0.5,0
RA-1540,Fase 4,3M,,,14,Feminino,2024,Pública,5.696233333333334,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.334,5.0,7.51,,2.6666666666666665,,,,,,6.83,5.0,,,,,,2024,2010,27/05/2010,14,Quartzo,Aluno-1540,2010-05-27 00:00:00,7.125,2.0,2.0,4.0,Fase 4 (9° ano),-1.0,,Avaliador-10,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,13.333333333333332,7.3175,6.127133333333333,0.0,0.0,1
RA-1541,Fase 3,3M,,,13,Masculino,2024,Pública,8.337,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.168,8.633333333333333,6.88,,8.166666666666666,,,,,,7.736,10.0,,,,,,2024,2011,21/07/2011,13,Topázio,Aluno-1541,2011-07-21 00:00:00,8.25,9.0,7.0,8.5,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Alfredo Schunk,Cursando,Cursando,70.50555555555555,7.5649999999999995,8.2196,0.0,0.0,0
RA-1114,Fase 3,3M,,,12,Feminino,2023,Pública,7.437466666666667,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.751,9.533333333333333,2.51,,5.0,,,,,,7.836,10.0,,,,,,2024,2011,14/11/2011,12,Ametista,Aluno-1114,2011-11-14 00:00:00,8.375,5.0,3.0,7.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,47.666666666666664,5.4425,6.833866666666667,0.09999999999999964,-0.2666666666666675,0
RA-662,Fase 3,3M,,,13,Feminino,2022,Pública,7.1074778554666675,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.917,7.6107226106666666,7.51,,4.166666666666667,,,,,,7.234,10.0,,,,,,2024,2011,30/09/2011,13,Ametista,Aluno-662,2011-09-30 00:00:00,7.625,4.5,5.0,3.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,31.71134421111111,7.5675,6.965877855466667,-2.533333333333333,0.01072261066666691,0
RA-760,Fase 3,3M,,,13,Masculino,2021,Pública,6.942581818200001,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.168,7.090909091,7.51,,5.0,,,,,,6.158,10.0,,,,,,2024,2011,11/01/2011,13,Ágata,Aluno-760,2011-01-11 00:00:00,6.25,2.5,3.5,9.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,35.454545455,6.88,7.003781818199999,-1.2999999999999998,-1.7090909090000004,0
RA-1542,Fase 5,3M,,,16,Feminino,2024,Pública,6.0886079922,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.501,6.304873294333333,8.135,,3.1666666666666665,,,,,,6.966,5.0,,,,,,2024,2008,18/09/2008,16,Ágata,Aluno-1542,2008-09-18 00:00:00,7.375,1.0,3.5,5.0,Fase 5 (1° EM),-2.0,,Avaliador-10,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,19.96543209872222,7.755,6.4965079922,0.0,0.0,0
RA-404,Fase 3,3M,,,14,Feminino,2021,Pública,6.624588235266668,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.334,6.286274509666666,2.51,,5.666666666666667,,,,,,6.998,10.0,,,,,,2024,2010,10/09/2010,14,Ágata,Aluno-404,2010-09-10 00:00:00,7.5,6.0,5.0,6.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,35.62222222144444,5.005,6.059388235266667,-0.33333333333333304,-2.013725490333335,0
RA-1119,Fase 4,3M,,,14,Feminino,2023,Pública,7.388266666666667,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.585,8.716666666666667,7.51,,5.666666666666667,,,,,,7.698,5.0,,,,,,2024,2010,29/04/2010,14,Ametista,Aluno-1119,2010-04-29 00:00:00,7.625,6.0,3.5,7.5,Fase 4 (9° ano),-1.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,49.394444444444446,7.5675,7.820666666666666,-0.2333333333333334,-0.9833333333333325,0
RA-1116,Fase 4,3M,,,15,Masculino,2023,Pública,3.7894777778,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,0.0,3.3555555556666667,6.26,,2.3333333333333335,,,,,,5.066,5.0,,,,,,2024,2009,27/10/2009,15,Quartzo,Aluno-1116,2009-10-27 00:00:00,5.125,1.0,3.0,3.0,Fase 4 (9° ano),-1.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,7.829629629888889,5.6925,3.4147777778,-2.566666666666667,-5.844444444333332,1
RA-667,Fase 3,3M,,,13,Masculino,2021,Pública,7.177130604266668,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.168,7.038986354666666,7.51,,4.666666666666667,,,,,,6.966,10.0,,,,,,2024,2011,22/04/2011,13,Ametista,Aluno-667,2011-04-22 00:00:00,7.75,5.5,4.5,4.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,32.84860298844445,7.63,7.226730604266666,-0.5333333333333332,0.13898635466666587,0
RA-605,Fase 3,3M,,,13,Feminino,2021,Pública,6.0175222222,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.5,6.194444444333333,6.885,,2.6666666666666665,,,,,,5.534,10.0,,,,,,2024,2010,29/11/2010,13,Ágata,Aluno-605,2010-11-29 00:00:00,7.0,1.5,3.5,3.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,16.51851851822222,6.9425,6.049222222199999,-4.133333333333333,-3.3055555556666674,0
RA-1543,Fase 4,3M,,,14,Masculino,2024,Pública,6.754584615400001,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.5,8.076923077,7.51,,5.0,,,,,,7.066,5.0,,,,,,2024,2010,08/02/2010,14,Ágata,Aluno-1543,2010-02-08 00:00:00,7.25,6.0,4.0,,Fase 4 (9° ano),-1.0,,Avaliador-10,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,40.384615385000004,7.38,7.0673846154,0.0,0.0,0
RA-1118,Fase 3,3M,,,14,Feminino,2023,Pública,7.0305545924,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,7.084,7.846439628666666,9.38,,3.8333333333333335,,,,,,6.866,10.0,,,,,,2024,2010,04/11/2010,14,Ametista,Aluno-1118,2010-11-04 00:00:00,6.75,3.0,4.5,4.0,Fase 3 (7° e 8° ano),0.0,,Avaliador-10,,EM Alfredo Schunk,Cursando,Cursando,30.078018576555557,8.065000000000001,6.9787545924,-2.1666666666666665,-0.9535603713333343,0
RA-1544,Fase 4,3M,,,14,Feminino,2024,Pública,6.905568627466667,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,8.334,8.674509804,6.885,,5.833333333333333,,,,,,6.598,5.0,,,,,,2024,2010,26/04/2010,14,Ágata,Aluno-1544,2010-04-26 00:00:00,6.625,5.5,5.5,6.5,Fase 4 (9° ano),-1.0,,Avaliador-10,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,50.60130718999999,6.755,7.270368627466667,0.0,0.0,0
RA-1545,Fase 3,3N,,,12,Feminino,2024,Pública,7.296598575533334,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,7.501,6.210826211,8.13,,8.166666666666666,,,,,,6.165,10.0,,,,,,2024,2012,13/01/2012,12,Ametista,Aluno-1545,2012-01-13 00:00:00,6.25,8.0,6.5,10.0,Fase 3 (7° e 8° ano),0.0,,,,EE Paschoal Carlos Magno,Cursando,Cursando,50.721747389833325,7.19,7.251698575533334,0.0,0.0,0
RA-1127,Fase 3,3N,,,12,Feminino,2023,Pública,8.180966666666668,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,9.168,10.0,7.51,,5.833333333333333,,,,,,7.67,10.0,,,,,,2024,2012,07/03/2012,12,Topázio,Aluno-1127,2012-03-07 00:00:00,8.125,8.5,4.5,4.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,58.33333333333333,7.8175,8.127266666666667,-1.0666666666666673,0.09999999999999964,0
RA-1129,Fase 3,3N,,,12,Masculino,2023,Pública,7.360417647066668,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,9.168,7.137254902,8.13,,6.833333333333333,,,,,,5.745,10.0,,,,,,2024,2012,31/01/2012,12,Ametista,Aluno-1129,2012-01-31 00:00:00,6.875,9.0,5.5,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,48.77124183033333,7.5025,7.628717647066667,-0.9666666666666668,-2.0627450979999997,0
RA-1546,Fase 3,3N,,,14,Masculino,2024,Pública,6.900662108266667,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,8.334,6.374643874666667,8.75,,4.666666666666667,,,,,,6.17,10.0,,,,,,2024,2010,29/06/2010,14,Ágata,Aluno-1546,2010-06-29 00:00:00,7.5,5.0,3.0,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Paschoal Carlos Magno,Cursando,Cursando,29.74833808177778,8.125,7.1250621082666665,0.0,0.0,0
RA-1130,Fase 3,3N,,,12,Masculino,2023,Pública,6.563952941199999,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,8.751,6.278431372666667,8.13,,4.333333333333333,,,,,,5.33,10.0,,,,,,2024,2012,21/03/2012,12,Ágata,Aluno-1130,2012-03-21 00:00:00,6.875,7.5,3.5,2.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,27.20653594822222,7.5025,6.873552941200001,-2.966666666666667,-2.1215686273333336,0
RA-1168,Fase 4,3N,,,14,Feminino,2023,Pública,6.864053921600001,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,9.585,7.682352941333334,7.51,,5.666666666666667,,,,,,6.33,5.0,,,,,,2024,2010,26/03/2010,14,Ágata,Aluno-1168,2010-03-26 00:00:00,7.1875,8.5,3.5,5.0,Fase 4 (9° ano),-1.0,,,,EE Paschoal Carlos Magno,Cursando,Cursando,43.53333333422223,7.34875,7.526303921599999,2.166666666666667,-1.117647058666667,0
RA-613,Fase 4,3N,,,15,Masculino,2021,Pública,7.4019,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,8.334,9.566666666666666,7.51,,7.333333333333333,,,,,,6.25,5.0,,,,,,2024,2009,25/10/2009,15,Ametista,Aluno-613,2009-10-25 00:00:00,6.875,8.0,6.0,8.0,Fase 4 (9° ano),-1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,70.15555555555555,7.1925,7.9238,2.533333333333333,0.16666666666666607,0
RA-433,Fase 3,3N,,,14,Masculino,2022,Pública,7.218157142866668,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,7.918,8.380952381,8.13,,4.833333333333333,,,,,,6.415,10.0,,,,,,2024,2010,10/10/2010,14,Ametista,Aluno-433,2010-10-10 00:00:00,6.875,6.5,4.0,4.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,40.507936508166665,7.5025,7.227457142866666,0.033333333333333215,1.180952381,0
RA-1547,Fase 4,3N,,,14,Feminino,2024,Pública,6.748480626800001,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,7.917,6.467236467333334,8.13,,6.666666666666667,,,,,,6.335,5.0,,,,,,2024,2009,20/11/2009,14,Ágata,Aluno-1547,2009-11-20 00:00:00,7.5,9.5,6.0,4.5,Fase 4 (9° ano),-1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,43.11490978222223,7.815,7.336180626800001,0.0,0.0,0
RA-1548,Fase 3,3N,,,13,Feminino,2024,Pública,6.482499715066667,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,8.334,5.2421652420000004,7.51,,4.833333333333333,,,,,,5.665,10.0,,,,,,2024,2011,25/01/2011,13,Ágata,Aluno-1548,2011-01-25 00:00:00,7.5,9.0,4.5,1.0,Fase 3 (7° e 8° ano),0.0,,,,Estuda em outra cidade,Cursando,Cursando,25.337132003,7.505,6.6838997150666675,0.0,0.0,0
RA-304,Fase 6,3N,,,16,Masculino,2021,Pública,6.852411484600001,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,10.002,7.826890756333333,7.51,,7.166666666666667,,,,,,5.825,2.5,,,,,,2024,2007,02/12/2007,16,Ágata,Aluno-304,2007-12-02 00:00:00,6.875,9.0,5.5,7.0,Fase 6 (2° EM),-3.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,56.09271708705556,7.1925,7.8761114846,1.4666666666666668,-0.9731092436666673,0
RA-1549,Fase 5,3N,,,15,Masculino,2024,Pública,6.514862200466668,,,,2.0,Avaliador-21,,Avaliador-23,,,,,,9.585,7.441394335666668,7.51,,4.166666666666667,,,,,,6.325,5.0,,,,,,2024,2009,31/01/2009,15,Ágata,Aluno-1549,2009-01-31 00:00:00,7.1875,5.5,3.0,4.0,Fase 5 (1° EM),-2.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,31.00580973194445,7.34875,7.178112200466667,0.0,0.0,0
